file_name,gt_bboxes,type
motion_02644,"[[265 168  81  93]
 [830 211  47  65]]",motion
motion_02645,"[[656  85  48  62]
 [290 161  36  52]]",motion
motion_02706,"[[351 118  21  26]
 [297 126  23  26]
 [136 108  29  28]
 [ 74 117  16  28]]",motion
motion_02785,[[106 348 482 614]],motion
motion_02699,[[469  43  75  96]],motion
motion_02660,"[[691 275  58  73]
 [272 220  50  72]]",motion
motion_02662,[[313 190 123 189]],motion
motion_02650,"[[433 249  74  97]
 [520 234  70  76]
 [ 15 236  22  23]
 [116 232  19  23]
 [298 218  13  23]
 [974 178  21  27]
 [337 217  17  23]]",motion
motion_02767,[[ 68 476 749 994]],motion
motion_02693,"[[641 270  26  36]
 [373 235  33  46]]",motion
motion_02671,"[[507 101  72 115]
 [283 186  57  79]
 [711 173  52  80]]",motion
motion_02672,[[326 149  41  45]],motion
motion_02643,[[328 348 594 573]],motion
motion_02688,[[345  36 270 303]],motion
motion_02654,"[[431 257  97 111]
 [268  74  76 137]
 [ 81 504  63 171]]",motion
motion_02722,[[352 113 344 366]],motion
motion_02692,"[[254 294  39  49]
 [523  95 460 618]]",motion
motion_02685,"[[429 219  36  49]
 [633 334  34  47]
 [353 359  30  40]
 [105 272  33  34]]",motion
motion_02717,[[522 237  82 168]],motion
motion_02743,[[270 242 102  96]],motion
motion_02786,"[[101 116  50  58]
 [276  79  69  83]
 [535 200  51  59]]",motion
motion_02718,[[412 403  32  41]],motion
motion_02694,"[[363  58  56  57]
 [479  74  60  60]
 [811   6  34  41]]",motion
motion_02782,"[[277 150  42  62]
 [409 171  45  50]
 [775 176  40  61]
 [886 174  33  56]]",motion
motion_02716,"[[ 59 333  36  49]
 [473 366  40  56]
 [852 382  53  78]
 [557 385  50  48]
 [275 367  64  71]
 [ 38 294  38  41]
 [526 339  27  32]
 [456 322  28  24]
 [694 487  78  80]
 [825 348  29  51]
 [868 339  31  36]
 [176 387  44  39]]",motion
motion_02721,"[[891 215  39  45]
 [652 166  53  58]]",motion
motion_02659,"[[160 214  47  49]
 [485 206  40  37]]",motion
motion_02727,"[[301 163  51  73]
 [197 115  57  87]]",motion
motion_02655,[[489 181 101 140]],motion
motion_02732,[[309 116  64  74]],motion
motion_02795,[[ 68 144 317 417]],motion
motion_02682,"[[290 114 109 118]
 [498  94  96 104]]",motion
motion_02663,[[582 171 291 375]],motion
motion_02648,[[594 445  79 105]],motion
motion_02667,"[[101  80  50  51]
 [227  91  61  67]
 [321 145  33  41]
 [451 152  44  60]
 [533 127  32  39]
 [639 144  40  46]
 [703 139  69  64]
 [864 185  53  57]
 [909 119  38  49]]",motion
motion_02661,"[[753  90 101 120]
 [154  95  46  54]]",motion
motion_02698,"[[718 262  36  48]
 [794 267  31  42]
 [330 237  30  42]
 [244 246  30  48]]",motion
motion_02768,"[[642 503  69  90]
 [600 435  49  64]
 [591 241  62  70]
 [501 331  45  70]]",motion
motion_02769,"[[335  94 140 159]
 [413 277 175 212]
 [594 228 198 266]]",motion
motion_02646,"[[538 258  99  97]
 [359 220  87  79]
 [  9 140 123 129]]",motion
motion_02797,"[[ 66 247  31  43]
 [276 229  42  62]
 [445 249  49  63]
 [583 342  50  55]]",motion
motion_02705,[[119  95 335 460]],motion
motion_02673,[[389 619 248 370]],motion
motion_02709,[[459 131 159 195]],motion
motion_02649,"[[491 180  38  61]
 [720 171  42  56]]",motion
motion_02695,[[195 130 309 374]],motion
motion_02779,[[340  60 334 406]],motion
motion_02738,"[[328  39  27  42]
 [399  44  29  44]
 [517 263  34  55]
 [216 258  37  53]
 [693 275  40  61]
 [446 319  90  91]
 [742 365  96  94]]",motion
motion_02678,"[[641 181  43  65]
 [342 181  51  74]]",motion
motion_02680,[[510 177  44  66]],motion
motion_02696,"[[491 132  45  47]
 [100  84  54  60]]",motion
motion_02647,"[[ 74  79 186 231]
 [442  63 131 194]
 [792  60 141 238]
 [632 395 154 247]
 [271 356 179 286]]",motion
motion_02724,[[656 131  76  60]],motion
motion_02794,"[[842 333  67  84]
 [713 310  35  50]
 [548 350  56  75]
 [511 332  32  33]
 [310 295  55  89]
 [355 321  36  51]
 [ 12 327  28  55]
 [918 367  37  47]]",motion
motion_02793,[[142 784  98 117]],motion
motion_02735,"[[448 218  36  70]
 [568 248  32  62]]",motion
motion_02665,"[[ 723  278   36   47]
 [1004  204   20   64]
 [ 259  178   48   79]
 [ 192  217   35   43]]",motion
motion_02742,"[[425 612 148 176]
 [885 594  92 146]]",motion
motion_02720,[[ 181    5  841 1162]],motion
motion_02800,"[[216 296  37  42]
 [347 315  27  31]
 [502 283  37  44]
 [560 271  27  35]
 [795 284  35  39]
 [900 293  33  37]]",motion
motion_02778,[[491  20 121 116]],motion
motion_02770,[[426 108 132 181]],motion
motion_02691,[[ 168   86  841 1052]],motion
motion_02792,"[[841 170 121 118]
 [ 96 186 122 137]
 [382 138 106 150]]",motion
motion_02707,"[[333 195  45  88]
 [733 205  82  94]]",motion
motion_02791,"[[ 62 432   9  14]
 [103 424  17  16]
 [231 440  16  19]
 [349 454  14  16]
 [379 441  17  17]
 [501 469  12  18]
 [635 475  14  14]
 [800 467  20  23]]",motion
motion_02733,"[[751 398  25  25]
 [393 425  10  12]]",motion
motion_03419,"[[151  51  34  65]
 [966  67  37  62]
 [918 105  21  25]
 [769  38  35  49]
 [669  69  29  45]
 [309  61  18  47]
 [ 21 150  12  17]
 [662 137  12  27]
 [895 222  13  19]]",motion
motion_03244,"[[416 176  80  67]
 [896 184  27  39]]",motion
motion_03417,"[[ 39 234  17  19]
 [ 76 177  27  51]
 [168 162  26  34]
 [394 110  41  73]
 [724  98  56  89]
 [869 185  30  43]
 [660 191  32  55]
 [610 220  23  43]
 [503 225  22  36]]",motion
motion_03247,"[[ 443  297   70  102]
 [ 549  236   41   60]
 [ 357  246   43   60]
 [ 400  145   28   34]
 [ 255  265   40   36]
 [ 168  228   34   30]
 [ 724  279   35   50]
 [ 557  148   16   23]
 [ 317  103   27   30]
 [ 189  150   23   18]
 [ 818  334   35   33]
 [ 874  379   51   30]
 [ 111  287   55   26]
 [  27  383   46   28]
 [   1  289   38   36]
 [  44  218   23   19]
 [  80  144   13   11]
 [ 173  112   16   13]
 [ 440   92   10   13]
 [ 487  105   10   18]
 [ 582  107   13   16]
 [ 671  105    9    9]
 [ 282  201   27   34]
 [ 145  192   31   28]
 [ 372  203   28   34]
 [ 652  151   17   26]
 [ 866  221   17   20]
 [ 803  226   19   31]
 [ 591  204   20   22]
 [ 707  370   36   48]
 [ 709  494   67   43]
 [ 878  506   49   33]
 [ 842  439   41   31]
 [ 860  276   27   33]
 [ 920  272   34   33]
 [   0  492   24   27]
 [1008  417   16   20]]",motion
motion_03246,"[[ 95 253  86  78]
 [ 12 369  98 113]
 [312 400  75 108]
 [490 250  81 104]
 [718 312  92 105]
 [161 200  66  76]
 [ 70 147  39  40]
 [820 324  40  82]
 [603 224  58  80]
 [ 32 270  42  70]
 [220 226  28  36]
 [379 266  23  42]
 [325 240  17  22]
 [884 308  34  37]
 [820 221  21  32]
 [918 294  21  37]
 [936 299  25  26]
 [966 296  15  33]
 [991 289  25  26]
 [405 273  40  46]]",motion
motion_03243,"[[581 185  47  53]
 [ 35 481  53  36]
 [ 42 426  51  30]
 [ 89 231  50  37]
 [232 229  26  25]
 [254 125  25  33]
 [295  79  26  25]
 [424  83  35  40]
 [556  16  25  26]
 [426 259  35  37]
 [244 339  38  31]
 [216 428  38  37]
 [339 338  33  35]
 [423 395  30  34]
 [346 416  29  33]
 [368 486  30  41]
 [512 272  30  29]
 [548 325  25  33]
 [689 304  28  35]
 [755 179  27  36]
 [832 150  26  39]
 [940 170  34  42]
 [788 251  31  38]
 [735 372  24  40]
 [828 382  34  46]
 [894 342  36  49]
 [944 416  42  47]]",motion
motion_03421,"[[271 283 136 144]
 [380 102  98 109]
 [864 292  87 128]
 [954 363  36  53]
 [625 360  28  40]
 [717 394  25  30]
 [785 378  28  18]]",motion
motion_03420,"[[692 356 108 114]
 [434 239  35  46]
 [531 282  24  36]
 [342 344  36  55]
 [ 79 339  41  81]
 [204 264  21  33]]",motion
motion_03245,"[[ 66 309  26  38]
 [283 338  24  31]
 [385 323  19  23]
 [543 344  29  35]
 [612 301  22  30]
 [656 323  16  21]
 [673 329  13  23]
 [708 293  23  36]
 [859 294  26  39]]",motion
motion_03242,"[[465 144  72  95]
 [639  79  51  67]
 [724  42  59  69]
 [585 460  59  73]
 [675 382  72  56]
 [763 338  63  56]
 [871 308  84  63]
 [870 484  63  59]
 [250 475  74  60]
 [304 320  80  50]
 [210 191  31  57]
 [313  34  46  43]
 [407   5  59  56]
 [319 189  50  63]
 [242 329  51  56]
 [142 461  67  61]
 [466 499  48  63]
 [390 136  44  64]
 [561  56  40  63]
 [956 103  50  83]
 [852 406  77  46]
 [975 533  49  43]
 [792 468  56  60]
 [696 521  59  55]
 [352 513  75  54]
 [336 393  66  45]
 [  2   5  63  64]]",motion
motion_03418,"[[351 145  37  41]
 [568 175  82  79]
 [227  69  73 101]]",motion
snow_00161,[[269 258  23  38]],snow
snow_00162,[[691  49  27  35]],snow
snow_00163,"[[482 194  25  32]
 [473 328  29  25]
 [378 216  26  33]
 [571 270  20  22]]",snow
snow_00164,[[464 575  22  19]],snow
snow_00165,[[318 356  40  33]],snow
snow_00166,"[[507 258 215 233]
 [316 278 147 229]]",snow
snow_00167,"[[209 607  48  55]
 [378 582  38  48]]",snow
snow_00168,"[[214 270  26  30]
 [262 290  26  32]
 [424 324  27  37]
 [367 256  29  29]
 [379 212  30  40]
 [470 209  29  37]
 [477 305  28  37]
 [608 348  28  34]
 [502 266  27  33]
 [822 272  33  35]
 [686 264  27  27]
 [754 283  33  37]
 [589 293  29  34]
 [520 341  24  31]
 [644 228  21  32]
 [280 245  17  29]
 [662 309  14  28]
 [306 304  25  29]]",snow
snow_00169,"[[290 330  40  59]
 [545 318  69  89]
 [900 260  55  66]
 [899 628  41  62]
 [496 379  25  35]]",snow
snow_00170,[[682 271  55  55]],snow
snow_00171,[[423 735 209 309]],snow
snow_00172,"[[165 110  55  77]
 [461  97  48  86]
 [647 110  64  80]
 [796 110  51  68]]",snow
snow_00173,[[452 236  42  43]],snow
snow_00174,"[[290 166  51  50]
 [834 219  21  24]]",snow
snow_00175,[[421 559 177 221]],snow
snow_00176,[[407 425  58 160]],snow
snow_00177,"[[121 571  59  63]
 [438 548  67  66]
 [ 97 820  55  48]]",snow
snow_00178,[[489 235  70  95]],snow
snow_00179,"[[534 108  85  81]
 [389 273  36  31]
 [789 316  30  23]]",snow
snow_00180,[[474 126  68  92]],snow
snow_00181,"[[426 232 104 132]
 [262   4  45  48]
 [882  25  39  44]
 [783  78  24  28]
 [ 37   2  19  21]]",snow
snow_00182,"[[181 159  71  77]
 [665 157  90  87]]",snow
snow_00183,[[266 400  57 108]],snow
snow_00184,[[466 270 130 156]],snow
snow_00185,[[444 262  89  83]],snow
snow_00186,[[599 854  70  70]],snow
snow_00187,"[[318 197  20  29]
 [463 223  39  71]]",snow
snow_00188,[[462 188 174 210]],snow
snow_00189,"[[ 250 1202  107   93]
 [ 638 1038   57   89]]",snow
snow_00190,"[[449 182  69  73]
 [476 392  80  85]]",snow
snow_00191,"[[254 303  67  64]
 [666 235  20  25]]",snow
snow_00192,"[[503 157  38  38]
 [253 163  44  43]
 [758 143  21  25]
 [831 153  34  33]
 [965 149  16  19]]",snow
snow_00193,"[[219  96  62  59]
 [ 32 151   7   6]]",snow
snow_00194,"[[204 309  51  47]
 [813 151  32  48]]",snow
snow_00195,[[460 237 126 129]],snow
snow_00196,"[[853 192  20  23]
 [709 179  19  28]
 [653 205  13  19]
 [584 192  21  21]
 [501 195  16  19]
 [574 202   9  11]]",snow
snow_00197,"[[841 269  31  33]
 [716 297  23  22]
 [285 290  19  21]]",snow
snow_00198,[[774 602  33  33]],snow
snow_00199,"[[695 253  28  32]
 [536 276  28  26]
 [413 344  36  39]
 [510 350  33  41]
 [624 342  43  46]
 [756 325  48  52]
 [846 328  42  55]]",snow
snow_00200,[[229  96 116 164]],snow
snow_00453,"[[380  30  22  21]
 [504 328  29  30]]",snow
snow_00413,[[310 210 246 294]],snow
snow_00478,"[[ 43 367  21  24]
 [447 389  10  12]
 [557 400  19  29]
 [776 385  28  24]
 [344 410  17  24]
 [625 378   8  14]]",snow
snow_00463,"[[605 240  24  35]
 [453 205  13  17]
 [379 211  16  16]
 [303 196  12  12]]",snow
snow_00447,"[[331 155  66  60]
 [597 133  58  49]]",snow
snow_00456,[[590 187  38  41]],snow
snow_00473,"[[296 142  32  49]
 [804 107  34  62]]",snow
snow_00500,"[[408 158  36  58]
 [543 172  37  53]]",snow
snow_00467,[[686 154  77  52]],snow
snow_00443,"[[654 132  23  24]
 [471 150  19  22]
 [543 117  15  16]
 [440 142  11  17]
 [144 167  21  19]
 [ 73 151  18  19]]",snow
snow_00489,[[497 158  25  36]],snow
snow_00432,"[[289 229  64  91]
 [166 201  17  18]]",snow
snow_00451,[[597 265  68 102]],snow
snow_00405,[[647 180  40  48]],snow
snow_00484,[[469 338  37  90]],snow
snow_00418,"[[ 95 314  28  51]
 [401 360  13  16]
 [594 360  10  15]]",snow
snow_00455,[[532 324  60  64]],snow
snow_00414,[[220 229 111 109]],snow
snow_00483,"[[365 290  14  20]
 [421 290  22  22]
 [547 290  13  19]
 [744 287  14  19]]",snow
snow_00470,"[[571 422  21  19]
 [722 433  19  26]]",snow
snow_00425,[[454 215  66  75]],snow
snow_00458,[[501 573  43  47]],snow
snow_00450,[[437 377 139 166]],snow
snow_00436,"[[235 318  27  44]
 [255 265  24  29]
 [776 300  24  25]]",snow
snow_00423,[[545 166 123 125]],snow
snow_00471,[[367 119  94  96]],snow
snow_00477,"[[299 142 113 189]
 [520 152  96 181]]",snow
snow_00475,[[474 165 124 172]],snow
snow_00433,"[[336 200  24  47]
 [554 196  31  46]]",snow
snow_00482,"[[523 398   8  19]
 [410 404   9  13]]",snow
snow_00419,[[453 168 124 189]],snow
snow_00417,[[525 660  48  53]],snow
snow_00437,"[[798 244  36  40]
 [738 326  21  18]
 [640 346  12  19]]",snow
snow_00426,[[689 120  39  46]],snow
snow_00444,"[[132 610  71  72]
 [333 639  52  57]
 [475 646  62  84]
 [603 603  49  69]
 [648 653  76 104]
 [829 624  68  77]
 [969 588  54  79]
 [528 630  31  85]
 [562 434  14  19]]",snow
snow_00421,"[[506 322  16  20]
 [544 321  12  18]
 [465 317  12  20]]",snow
snow_00468,[[425 146 175 198]],snow
snow_00427,"[[632 318  27  36]
 [744 244  31  35]
 [ 35 289  18  28]
 [167 321  14  20]]",snow
snow_00488,"[[220 406  38  34]
 [497 430  31  29]
 [579 442  32  31]
 [318 444  41  33]]",snow
snow_00480,"[[363 390  62  64]
 [496 328  60  52]]",snow
snow_00442,[[488 466 117 123]],snow
snow_00410,"[[200 289  24  28]
 [383 240  26  27]
 [437 232  28  30]
 [571 197  31  34]
 [658 162  33  34]
 [762 106  46  35]]",snow
snow_00429,[[538 376  69  82]],snow
snow_00431,"[[848 379  30  33]
 [889 380  19  29]
 [657 389  31  41]]",snow
snow_00459,[[778 362  27  36]],snow
snow_00457,[[626 317  23  21]],snow
snow_00406,[[517 424  17  21]],snow
snow_00452,"[[659 173  69  72]
 [972 309  38  39]
 [272 204  70  80]
 [193 217  36  66]
 [370 259  34  42]
 [601 254  26  20]]",snow
snow_00479,[[426 242  68 106]],snow
snow_00440,[[439 270  22  28]],snow
snow_00439,"[[555 114  26  18]
 [462  88  12  14]
 [408  80  14  17]
 [278  84  13  14]
 [247 192  21  43]
 [ 95  99  10  13]
 [132 101   9  12]
 [899  85  40  31]]",snow
snow_00460,"[[243 266  61  61]
 [468 182  62  65]
 [726 162  55  71]]",snow
snow_00485,[[515 860  29  32]],snow
snow_00499,"[[878 208  57  62]
 [392 261  28  65]
 [ 41 208  37  45]]",snow
snow_00404,[[459 172  66  81]],snow
snow_00430,[[403 271 153 193]],snow
snow_00448,"[[371 256  36  40]
 [129 275  33  33]
 [227 283  24  29]]",snow
snow_00454,[[579 207  30  30]],snow
snow_00497,"[[450 212  37  23]
 [619 146  55  48]]",snow
snow_00407,"[[441 295  14  18]
 [545 293  18  20]]",snow
snow_00424,"[[ 97 223  33  31]
 [651 327  30  30]]",snow
snow_00465,[[581 237 152 162]],snow
snow_00494,[[339 230 131 174]],snow
snow_00466,"[[  0 429  35  72]
 [207 485  61  72]
 [513 145  53  87]
 [654 209  73  74]
 [897 193  46  63]]",snow
snow_00474,"[[352 163  39  44]
 [771 142  38  45]
 [541 205  17  20]
 [644 215   8  11]
 [582 223  15  15]]",snow
snow_00409,"[[649 306  19  23]
 [538 308  24  20]
 [416 330  13  18]
 [381 304  10  11]]",snow
snow_00461,"[[523 158  54  47]
 [326 180  50  59]
 [727 236  69  60]]",snow
snow_00487,[[286  89  64  49]],snow
snow_00493,[[495 838  99 112]],snow
snow_00402,[[434 360  92  57]],snow
snow_00441,"[[830 423  16  19]
 [824 489  17  17]]",snow
snow_00412,"[[ 259 1190   19   25]
 [ 499 1172   20   33]]",snow
snow_00472,"[[400 202  12  30]
 [110 206  10  14]
 [529 237  10  20]
 [601 238  13  17]
 [259 230  11  46]
 [447 248   8  19]]",snow
snow_00411,"[[ 50 458  42  50]
 [354 476  38  45]
 [637 405  34  51]
 [689 221  37  43]]",snow
snow_00490,[[241 200  61  98]],snow
snow_00462,[[606 103  40  46]],snow
snow_00435,"[[238 331  21  25]
 [162 369  25  24]
 [209 305  22  26]
 [175 302  23  20]
 [ 55 267   7   6]]",snow
snow_00486,[[164 192  36  37]],snow
snow_00449,[[234 313  74  70]],snow
snow_00492,"[[735 524  80  88]
 [210 525  71  91]]",snow
snow_00420,"[[569 265  19  26]
 [440 295  15  19]
 [598 282  19  22]
 [292 274  11  16]]",snow
snow_00469,[[183 138 104 120]],snow
snow_00476,[[518 310 123 168]],snow
snow_00428,[[ 88 493  20  20]],snow
snow_00408,[[601 180  86 107]],snow
snow_00415,[[391  60  55  57]],snow
snow_00481,[[551 149  42  36]],snow
snow_00445,"[[846 383  17  27]
 [936 357  11  14]]",snow
snow_00438,[[523 320  20  29]],snow
snow_00446,"[[199 221  74  88]
 [567 265  60  38]]",snow
snow_00416,[[735 194  67  99]],snow
snow_00496,"[[710 429  21  26]
 [789 421  24  23]]",snow
snow_00464,[[579 196  23  40]],snow
snow_00498,"[[432 418  44  89]
 [496 393  66  84]]",snow
snow_00434,[[ 360 1238   19   20]],snow
snow_00403,[[366 517 210 219]],snow
snow_00422,[[327 328  23  41]],snow
snow_00491,[[391 154  98 109]],snow
snow_00495,"[[714  97  45  45]
 [357 155  28  29]]",snow
snow_00901,[[ 432 1189   22   27]],snow
snow_00902,"[[567 293  26  30]
 [867 317  32  30]
 [158 279  22  49]]",snow
snow_01007,[[142 280 265 288]],snow
snow_01008,[[450 141  64  65]],snow
snow_01009,"[[263 219  34  33]
 [606 229  34  34]
 [854 280  19  19]]",snow
snow_01010,"[[505 239  38  68]
 [445 214  52  68]]",snow
snow_01011,"[[513 240  43  54]
 [321 288  15  22]
 [763 280  16  21]]",snow
snow_01012,"[[543 351  31  31]
 [529 302  29  26]
 [136  43  15  19]
 [ 83  98  12  19]]",snow
snow_01013,[[604 211  29  35]],snow
snow_01014,"[[195 145  21  21]
 [310 143  21  22]]",snow
snow_01015,"[[196 271 217 257]
 [568 317 138 161]
 [820 349  63 102]]",snow
snow_01016,[[427 167  34  44]],snow
snow_01017,"[[393 164  40  55]
 [469 174  34  49]]",snow
snow_01018,"[[214 144  43  42]
 [457 337  34  38]]",snow
snow_01019,[[ 625 1200   21   27]],snow
snow_01020,[[352 119  69 105]],snow
snow_01021,"[[492 714  32 108]
 [438 683  68 115]]",snow
snow_01022,[[114 193  26  15]],snow
snow_01023,[[714 137  51  60]],snow
snow_01024,[[489 233  33  36]],snow
snow_01025,"[[958 542  15  19]
 [212 553   8   9]]",snow
snow_01026,"[[443 146  65  90]
 [560 519  40  60]
 [727 361  56  70]
 [767 228  46  46]]",snow
snow_01027,[[262 264  27  41]],snow
snow_01028,"[[227 281  68  51]
 [648 287  26  24]]",snow
snow_01029,[[584 468  84 104]],snow
snow_01030,[[634 272 118 121]],snow
snow_01031,[[368 229  79  90]],snow
snow_01032,[[277 240  76  78]],snow
snow_01033,"[[ 12 224  28  39]
 [111 254  29  38]
 [232 195  29  49]
 [344 191  34  50]
 [421 228  36  42]
 [500 196  33  47]
 [608 201  33  42]
 [647 179  31  51]
 [699 204  28  32]
 [841 183  25  51]]",snow
snow_01034,[[391 313 185 246]],snow
snow_01035,"[[397 122  58  62]
 [934 176  25  26]]",snow
snow_01036,"[[234 282  29  37]
 [398 309  27  34]
 [556 338  26  27]
 [590 308  27  28]
 [771 335  23  32]
 [649 452  25  32]]",snow
snow_01037,"[[928 263  40  37]
 [859 307  24  32]
 [798 301  27  35]
 [643 229  43  48]]",snow
snow_01038,[[643 305  64  73]],snow
snow_01039,[[486 286  38  45]],snow
snow_01040,"[[644 264  31  34]
 [437 315  28  29]
 [854 260  26  31]]",snow
snow_01041,[[813 369  58  61]],snow
snow_01042,[[352 213 150 158]],snow
snow_01043,[[654 267  39  55]],snow
snow_01044,[[145 399  24  34]],snow
snow_01045,[[356 177 177 209]],snow
snow_01046,[[440 422  61  76]],snow
snow_01047,[[298 167 106 126]],snow
snow_01048,"[[145 278  17  22]
 [229 273  19  20]
 [859 297  18  21]
 [687 270  24  32]]",snow
snow_01049,"[[314 303  15  17]
 [661 296   8  11]
 [177 292  12  19]
 [709 305   8  11]
 [675 296  10  16]]",snow
snow_01050,"[[633 162  40  52]
 [271 159  28  21]
 [ 99 238  23  27]]",snow
snow_01051,"[[494 408  30  38]
 [901 390  23  26]
 [746 419  14  13]
 [449 400  14  14]
 [406 401   9  10]]",snow
snow_01052,"[[116   7  44  48]
 [287  30  41  45]
 [432  17  39  45]
 [471  46  40  45]
 [609   0  42  32]
 [747  10  41  39]
 [900  13  42  41]
 [680 322  45  33]
 [394 201  40  38]]",snow
snow_01053,[[395 244  52  51]],snow
snow_01054,"[[492 442 101 103]
 [243 440  47  42]
 [322 417  36  40]]",snow
snow_01055,"[[343  49  62  78]
 [284 259  61  59]
 [620 432  32  34]
 [761 393  31  40]
 [480 353  34  41]]",snow
snow_01056,[[632 390  32  28]],snow
snow_01057,[[536 167 124 123]],snow
snow_01058,"[[611  69  32  41]
 [440 128  24  23]
 [253 133  30  28]]",snow
snow_01059,[[569 604 124 234]],snow
snow_01060,[[436 310  60  77]],snow
snow_01061,[[706  90  57  67]],snow
snow_01062,[[568 205  44  63]],snow
snow_01063,[[805 372  29  29]],snow
snow_01064,"[[526 584  88  59]
 [264 695  91  73]]",snow
snow_01065,"[[320 116  35  36]
 [417 109  49  46]
 [553 105  32  38]
 [719 177  22  21]
 [775 189  20  22]
 [638 168  23  18]]",snow
snow_01066,"[[413 197  23  31]
 [453 194  31  34]
 [496 335  31  30]]",snow
snow_01067,[[550 450  23  15]],snow
snow_01068,"[[ 49 701  13  39]
 [474 658  32  48]
 [951 670  36  50]
 [611 671  38  40]]",snow
snow_01069,"[[318  75  45  48]
 [457  97  40  48]]",snow
snow_01070,"[[297 463  22  30]
 [393 488  21  27]]",snow
snow_01071,"[[495 157  44  39]
 [714 175  20  21]
 [313 174  21  23]
 [392 154  23  23]
 [630 189  16  13]]",snow
snow_01072,"[[786 214 108 103]
 [368 112  57  71]
 [267  83  83  88]]",snow
snow_01073,"[[486 177 109 149]
 [388 403  95  96]]",snow
snow_01074,"[[144 189  36  46]
 [518 196  38  46]
 [655  87  36  37]
 [774 223  37  34]
 [891 112  36  38]]",snow
snow_01075,"[[882 163  59  72]
 [755 117  82 113]
 [698 170  65 101]
 [453 188  71  91]
 [338 238  81 102]
 [ 83 185  72 107]]",snow
snow_01076,"[[312 266  58  81]
 [670 330  58  84]]",snow
snow_01077,"[[ 63  44 174 235]
 [614 280 116 252]]",snow
snow_01078,[[535  97  89 112]],snow
snow_01079,"[[550 221  71  71]
 [664 134  70  63]]",snow
snow_01080,[[165 398  26  23]],snow
snow_01081,[[505 276  44  58]],snow
snow_01082,"[[245 129  44  45]
 [ 47 468  54  32]
 [906 228  42  45]
 [179 267  23  34]
 [418 222  40  30]]",snow
snow_01083,"[[276 390  24  21]
 [718 376  26  35]
 [990 385  11  17]
 [811 404  12  20]
 [510 395   9  10]
 [561 398   9  12]]",snow
snow_01084,[[224 246  45  71]],snow
snow_01085,"[[134 244  57  52]
 [401 247  57  69]
 [693 221  49  55]
 [  3 279  10  34]]",snow
snow_01086,[[395 161 137 109]],snow
snow_01087,[[569 563  78 230]],snow
snow_01088,[[407 346 146 122]],snow
snow_01089,"[[334 252  29  30]
 [ 93 427  25  32]]",snow
snow_01090,[[706 587  47  56]],snow
snow_01091,[[280 315  65  56]],snow
snow_01092,"[[649 308  35  41]
 [778 326  37  37]
 [866 217  39  42]
 [206 198  42  45]]",snow
snow_01093,[[516 208 100 110]],snow
snow_01094,"[[734 480  94  94]
 [151  16  46  55]
 [ 28 112  27  44]]",snow
snow_01095,[[646 122  30  43]],snow
snow_01096,[[478 289  39  40]],snow
snow_01097,[[759 215  20  25]],snow
snow_01098,[[463 304  16  17]],snow
snow_01099,"[[445 334  25  28]
 [555 360  27  33]]",snow
snow_01100,"[[171 137  45  75]
 [338 150  40  54]
 [501 170  41  54]
 [625 151  44  49]
 [720  90  49  69]
 [432 164  25  28]
 [225 168  27  30]
 [ 71 133  17  44]]",snow
snow_01101,[[389 496 121 127]],snow
snow_01102,"[[703 352  27  35]
 [797 467  28  25]
 [572 489  29  29]
 [505 614  33  33]]",snow
snow_01103,[[364 366  79  79]],snow
snow_01104,"[[488 128  40  48]
 [647 145  32  45]
 [216 130  42  50]
 [ 73 131  25  26]
 [749 157  14  13]
 [770 152  14  13]
 [903 162  20  16]
 [991 165  17  15]]",snow
snow_01105,"[[145 219  25  32]
 [ 49 332  23  41]
 [557 181  42  44]
 [821 117  34  36]]",snow
snow_01106,"[[474  91  49  59]
 [745 116  40  53]
 [904 224  27  35]]",snow
snow_01107,[[ 39 102 282 494]],snow
snow_01108,"[[483 152  46  37]
 [497  79  19  20]]",snow
snow_01109,[[312 254  49  84]],snow
snow_01110,[[525 264  32  59]],snow
snow_01111,[[724 142 106 154]],snow
snow_01112,[[568 144  53  52]],snow
snow_01113,"[[532 221  33  37]
 [  1 221  15  26]]",snow
snow_01114,"[[550 195  47  52]
 [266 251  36  46]
 [569 331  53  58]]",snow
snow_01115,"[[486 152  48  49]
 [300 187  43  50]
 [174 152  44  53]
 [609 101  49  61]
 [364 101  28  27]
 [420 109  25  26]
 [516 113  32  31]
 [382 181  38  39]
 [204 133  30  37]]",snow
snow_01116,[[816  51  45  32]],snow
snow_01117,"[[622 101  71  90]
 [379 262  61  77]]",snow
snow_01118,"[[412 223  51  68]
 [611 163  61  64]]",snow
snow_01119,"[[393 463  18  16]
 [594 436  17  17]]",snow
snow_01120,[[397 210 123 148]],snow
snow_01121,[[551 162  68  78]],snow
snow_01122,[[518 419 241 196]],snow
snow_01733,"[[630 186  34  40]
 [468 176  32  33]]",snow
snow_01734,"[[490 404  14  17]
 [538 414  14  15]
 [574 423  14  12]
 [531 400  10  11]
 [575 400  10  11]]",snow
snow_01735,"[[243 278  30  33]
 [192 278  22  23]
 [411 282  15  17]
 [449 285  12  13]
 [419 237  14  17]
 [862 284  24  22]
 [488 272   5   8]
 [608 286   7  12]
 [572 292   8  11]]",snow
snow_01736,"[[448 473  52  65]
 [573 409  38  47]
 [810 485  53  66]
 [869 439  47  66]
 [253 217  39  45]
 [734 189  14  18]]",snow
